"time","A-series"
2022-08-18 09:16:54,42.7
2022-08-18 21:16:54,43.0
2022-08-19 09:16:54,42.9
2022-08-19 21:16:54,43.1
2022-08-20 09:16:54,43.1
2022-08-20 21:16:54,43.2
2022-08-21 09:16:54,43.5
2022-08-21 21:16:54,43.4
2022-08-22 09:16:54,43.3
2022-08-22 21:16:54,43.5
2022-08-23 09:16:54,43.6
2022-08-23 21:16:54,43.9
2022-08-24 09:16:54,43.8
2022-08-24 21:16:54,44.3
2022-08-25 09:16:54,44.5
2022-08-25 21:16:54,44.6
2022-08-26 09:16:54,44.4
2022-08-26 21:16:54,44.5
2022-08-27 09:16:54,44.3
2022-08-27 21:16:54,44.1
2022-08-28 09:16:54,43.9
2022-08-28 21:16:54,43.5
2022-08-29 09:16:54,43.5
2022-08-29 21:16:54,43.6
2022-08-30 09:16:54,44.1
2022-08-30 21:16:54,43.8
2022-08-31 09:16:54,43.9
2022-08-31 21:16:54,44.2
2022-09-01 09:16:54,44.2
2022-09-01 21:16:54,44.7
2022-09-02 09:16:54,44.6
2022-09-02 21:16:54,44.6
2022-09-03 09:16:54,44.1
2022-09-03 21:16:54,44.6
2022-09-04 09:16:54,44.1
2022-09-04 21:16:54,43.7
2022-09-05 09:16:54,44.1
2022-09-05 21:16:54,44.2
2022-09-06 09:16:54,44.2
2022-09-06 21:16:54,44.7
2022-09-07 09:16:54,44.4
2022-09-07 21:16:54,44.6
2022-09-08 09:16:54,45.1
2022-09-08 21:16:54,45.5
2022-09-09 09:16:54,45.0
2022-09-09 21:16:54,44.6
2022-09-10 09:16:54,45.1
2022-09-10 21:16:54,45.0
2022-09-11 09:16:54,45.2
2022-09-11 21:16:54,45.0
2022-09-12 09:16:54,45.3
2022-09-12 21:16:54,45.0
2022-09-13 09:16:54,45.5
2022-09-13 21:16:54,45.1
2022-09-14 09:16:54,45.1
2022-09-14 21:16:54,45.3
2022-09-15 09:16:54,44.9
2022-09-15 21:16:54,45.1
2022-09-16 09:16:54,45.2
2022-09-16 21:16:54,44.9
2022-09-17 09:16:54,44.4
2022-09-17 21:16:54,44.0
2022-09-18 09:16:54,44.3
2022-09-18 21:16:54,43.8
2022-09-19 09:16:54,44.0
2022-09-19 21:16:54,43.7
2022-09-20 09:16:54,43.3
2022-09-20 21:16:54,43.3
2022-09-21 09:16:54,42.8
2022-09-21 21:16:54,42.4
2022-09-22 09:16:54,42.0
2022-09-22 21:16:54,42.3
2022-09-23 09:16:54,42.0
2022-09-23 21:16:54,41.5
2022-09-24 09:16:54,41.8
2022-09-24 21:16:54,41.7
2022-09-25 09:16:54,41.3
2022-09-25 21:16:54,41.0
2022-09-26 09:16:54,41.5
2022-09-26 21:16:54,41.7
2022-09-27 09:16:54,41.9
2022-09-27 21:16:54,41.6
2022-09-28 09:16:54,41.5
2022-09-28 21:16:54,41.6
2022-09-29 09:16:54,41.9
2022-09-29 21:16:54,41.8
2022-09-30 09:16:54,41.9
2022-09-30 21:16:54,42.3
2022-10-01 09:16:54,41.8
2022-10-01 21:16:54,41.6
2022-10-02 10:16:54,41.2
2022-10-02 22:16:54,41.6
2022-10-03 10:16:54,41.8
2022-10-03 22:16:54,41.8
2022-10-04 10:16:54,42.1
2022-10-04 22:16:54,42.1
2022-10-05 10:16:54,42.1
2022-10-05 22:16:54,42.5
2022-10-06 10:16:54,42.0
2022-10-06 22:16:54,41.6
2022-10-07 10:16:54,41.4
2022-10-07 22:16:54,41.3
2022-10-08 10:16:54,41.5
2022-10-08 22:16:54,41.7
2022-10-09 10:16:54,41.9
2022-10-09 22:16:54,41.7
2022-10-10 10:16:54,41.7
2022-10-10 22:16:54,41.8
2022-10-11 10:16:54,41.7
2022-10-11 22:16:54,41.7
2022-10-12 10:16:54,41.5
2022-10-12 22:16:54,41.3
2022-10-13 10:16:54,41.5
2022-10-13 22:16:54,41.2
2022-10-14 10:16:54,41.4
2022-10-14 22:16:54,41.3
2022-10-15 10:16:54,41.6
2022-10-15 22:16:54,41.9
2022-10-16 10:16:54,42.3
2022-10-16 22:16:54,42.3
2022-10-17 10:16:54,42.7
2022-10-17 22:16:54,42.6
2022-10-18 10:16:54,43.0
2022-10-18 22:16:54,43.2
2022-10-19 10:16:54,42.8
2022-10-19 22:16:54,42.6
2022-10-20 10:16:54,43.0
2022-10-20 22:16:54,43.5
2022-10-21 10:16:54,43.2
2022-10-21 22:16:54,43.7
2022-10-22 10:16:54,43.5
2022-10-22 22:16:54,43.9
2022-10-23 10:16:54,44.0
2022-10-23 22:16:54,44.5
2022-10-24 10:16:54,44.5
2022-10-24 22:16:54,44.2
2022-10-25 10:16:54,44.4
2022-10-25 22:16:54,44.8
2022-10-26 10:16:54,45.1
2022-10-26 22:16:54,45.2
2022-10-27 10:16:54,45.3
2022-10-27 22:16:54,45.6
2022-10-28 10:16:54,45.8
2022-10-28 22:16:54,45.5
2022-10-29 10:16:54,45.7
2022-10-29 22:16:54,45.8
2022-10-30 10:16:54,46.0
2022-10-30 22:16:54,46.5
2022-10-31 10:16:54,46.5
2022-10-31 22:16:54,46.4
2022-11-01 10:16:54,46.4
2022-11-01 22:16:54,46.1
2022-11-02 10:16:54,46.1
2022-11-02 22:16:54,45.9
2022-11-03 10:16:54,46.1
2022-11-03 22:16:54,46.4
2022-11-04 10:16:54,46.1
2022-11-04 22:16:54,46.4
2022-11-05 10:16:54,46.7
2022-11-05 22:16:54,46.4
2022-11-06 10:16:54,46.4
2022-11-06 22:16:54,46.5
2022-11-07 10:16:54,46.4
2022-11-07 22:16:54,46.2
2022-11-08 10:16:54,45.9
2022-11-08 22:16:54,45.5
2022-11-09 10:16:54,45.3
2022-11-09 22:16:54,45.3
2022-11-10 10:16:54,45.8
2022-11-10 22:16:54,45.3
2022-11-11 10:16:54,44.8
2022-11-11 22:16:54,45.0
2022-11-12 10:16:54,44.6
2022-11-12 22:16:54,44.9
2022-11-13 10:16:54,44.8
2022-11-13 22:16:54,44.4
2022-11-14 10:16:54,44.1
2022-11-14 22:16:54,44.2
2022-11-15 10:16:54,44.3
2022-11-15 22:16:54,44.7
2022-11-16 10:16:54,44.3
2022-11-16 22:16:54,44.3
2022-11-17 10:16:54,44.3
2022-11-17 22:16:54,44.4
2022-11-18 10:16:54,44.9
2022-11-18 22:16:54,45.4
2022-11-19 10:16:54,44.9
2022-11-19 22:16:54,44.4
2022-11-20 10:16:54,44.8
2022-11-20 22:16:54,45.1
2022-11-21 10:16:54,45.0
2022-11-21 22:16:54,45.4
2022-11-22 10:16:54,45.0
2022-11-22 22:16:54,45.1
2022-11-23 10:16:54,45.0
2022-11-23 22:16:54,45.5
2022-11-24 10:16:54,45.3
2022-11-24 22:16:54,45.6
2022-11-25 10:16:54,45.6
2022-11-25 22:16:54,46.0
2022-11-26 10:16:54,45.8
2022-11-26 22:16:54,45.8
2022-11-27 10:16:54,45.5
2022-11-27 22:16:54,45.9
2022-11-28 10:16:54,45.9
2022-11-28 22:16:54,46.0
2022-11-29 10:16:54,46.4
2022-11-29 22:16:54,45.9
2022-11-30 10:16:54,45.6
2022-11-30 22:16:54,45.4
2022-12-01 10:16:54,45.8
2022-12-01 22:16:54,46.2
2022-12-02 10:16:54,46.0
2022-12-02 22:16:54,46.3
2022-12-03 10:16:54,46.0
2022-12-03 22:16:54,46.0
2022-12-04 10:16:54,46.0
2022-12-04 22:16:54,46.3
2022-12-05 10:16:54,46.3
2022-12-05 22:16:54,46.4
2022-12-06 10:16:54,46.9
2022-12-06 22:16:54,47.3
2022-12-07 10:16:54,47.4
2022-12-07 22:16:54,47.8
2022-12-08 10:16:54,47.9
2022-12-08 22:16:54,47.6
2022-12-09 10:16:54,47.4
2022-12-09 22:16:54,47.5
2022-12-10 10:16:54,47.2
2022-12-10 22:16:54,47.0
2022-12-11 10:16:54,46.9
2022-12-11 22:16:54,47.3
2022-12-12 10:16:54,46.9
2022-12-12 22:16:54,46.6
2022-12-13 10:16:54,46.3
2022-12-13 22:16:54,46.5
2022-12-14 10:16:54,46.6
2022-12-14 22:16:54,46.3
2022-12-15 10:16:54,45.8
2022-12-15 22:16:54,45.3
2022-12-16 10:16:54,45.2
2022-12-16 22:16:54,45.6
2022-12-17 10:16:54,45.6
2022-12-17 22:16:54,46.0
2022-12-18 10:16:54,46.5
2022-12-18 22:16:54,46.8
2022-12-19 10:16:54,47.1
2022-12-19 22:16:54,47.2
2022-12-20 10:16:54,47.2
2022-12-20 22:16:54,47.1
2022-12-21 10:16:54,46.7
2022-12-21 22:16:54,46.8
2022-12-22 10:16:54,46.6
2022-12-22 22:16:54,46.8
2022-12-23 10:16:54,47.0
2022-12-23 22:16:54,47.4
2022-12-24 10:16:54,47.1
2022-12-24 22:16:54,47.4
2022-12-25 10:16:54,47.8
2022-12-25 22:16:54,47.4
2022-12-26 10:16:54,47.0
2022-12-26 22:16:54,47.1
2022-12-27 10:16:54,47.3
2022-12-27 22:16:54,47.6
2022-12-28 10:16:54,47.1
2022-12-28 22:16:54,47.0
2022-12-29 10:16:54,47.0
2022-12-29 22:16:54,47.2
2022-12-30 10:16:54,47.7
2022-12-30 22:16:54,47.4
2022-12-31 10:16:54,46.9
2022-12-31 22:16:54,46.9
2023-01-01 10:16:54,46.8
2023-01-01 22:16:54,47.1
2023-01-02 10:16:54,47.5
2023-01-02 22:16:54,47.1
2023-01-03 10:16:54,47.2
2023-01-03 22:16:54,46.9
2023-01-04 10:16:54,47.1
2023-01-04 22:16:54,47.0
2023-01-05 10:16:54,47.0
2023-01-05 22:16:54,47.4
2023-01-06 10:16:54,47.6
2023-01-06 22:16:54,47.1
2023-01-07 10:16:54,47.2
2023-01-07 22:16:54,47.6
2023-01-08 10:16:54,47.2
2023-01-08 22:16:54,46.8
2023-01-09 10:16:54,46.3
2023-01-09 22:16:54,45.9
2023-01-10 10:16:54,46.3
2023-01-10 22:16:54,45.9
2023-01-11 10:16:54,46.1
2023-01-11 22:16:54,45.8
2023-01-12 10:16:54,46.1
2023-01-12 22:16:54,45.6
2023-01-13 10:16:54,46.0
2023-01-13 22:16:54,46.4
2023-01-14 10:16:54,46.4
2023-01-14 22:16:54,46.0
2023-01-15 10:16:54,46.0
2023-01-15 22:16:54,46.2
2023-01-16 10:16:54,46.2
2023-01-16 22:16:54,46.5
2023-01-17 10:16:54,46.3
2023-01-17 22:16:54,46.0
2023-01-18 10:16:54,46.2
2023-01-18 22:16:54,46.4
2023-01-19 10:16:54,46.8
2023-01-19 22:16:54,47.1
2023-01-20 10:16:54,47.0
2023-01-20 22:16:54,46.8
2023-01-21 10:16:54,47.1
2023-01-21 22:16:54,47.0
2023-01-22 10:16:54,46.9
2023-01-22 22:16:54,46.7
2023-01-23 10:16:54,47.0
2023-01-23 22:16:54,47.5
2023-01-24 10:16:54,47.3
2023-01-24 22:16:54,47.1
2023-01-25 10:16:54,47.4
2023-01-25 22:16:54,47.2
2023-01-26 10:16:54,47.6
2023-01-26 22:16:54,47.9
2023-01-27 10:16:54,47.8
2023-01-27 22:16:54,48.3
2023-01-28 10:16:54,48.2
2023-01-28 22:16:54,48.7
2023-01-29 10:16:54,48.8
2023-01-29 22:16:54,48.8
2023-01-30 10:16:54,48.4
2023-01-30 22:16:54,48.2
2023-01-31 10:16:54,48.6
2023-01-31 22:16:54,49.1
2023-02-01 10:16:54,48.8
2023-02-01 22:16:54,48.5
2023-02-02 10:16:54,48.1
2023-02-02 22:16:54,47.7
2023-02-03 10:16:54,48.0
2023-02-03 22:16:54,48.4
2023-02-04 10:16:54,48.4
2023-02-04 22:16:54,48.0
2023-02-05 10:16:54,48.3
2023-02-05 22:16:54,48.3
2023-02-06 10:16:54,48.3
2023-02-06 22:16:54,48.1
2023-02-07 10:16:54,48.1
2023-02-07 22:16:54,48.0
2023-02-08 10:16:54,47.6
2023-02-08 22:16:54,47.7
2023-02-09 10:16:54,48.2
2023-02-09 22:16:54,48.6
2023-02-10 10:16:54,48.7
2023-02-10 22:16:54,48.4
2023-02-11 10:16:54,48.0
2023-02-11 22:16:54,48.2
2023-02-12 10:16:54,48.5
2023-02-12 22:16:54,48.9
2023-02-13 10:16:54,48.9
2023-02-13 22:16:54,48.9
2023-02-14 10:16:54,48.8
2023-02-14 22:16:54,49.2
2023-02-15 10:16:54,49.4
2023-02-15 22:16:54,49.2
2023-02-16 10:16:54,48.8
2023-02-16 22:16:54,49.2
2023-02-17 10:16:54,49.1
2023-02-17 22:16:54,49.2
2023-02-18 10:16:54,49.3
2023-02-18 22:16:54,49.3
2023-02-19 10:16:54,49.3
2023-02-19 22:16:54,49.2
2023-02-20 10:16:54,49.2
2023-02-20 22:16:54,48.8
2023-02-21 10:16:54,48.8
2023-02-21 22:16:54,48.3
2023-02-22 10:16:54,47.9
2023-02-22 22:16:54,48.2
2023-02-23 10:16:54,48.0
2023-02-23 22:16:54,48.3
2023-02-24 10:16:54,48.6
2023-02-24 22:16:54,48.1
2023-02-25 10:16:54,48.1
2023-02-25 22:16:54,47.6
2023-02-26 10:16:54,47.6
2023-02-26 22:16:54,48.1
2023-02-27 10:16:54,47.9
2023-02-27 22:16:54,48.3
2023-02-28 10:16:54,48.7
2023-02-28 22:16:54,48.6
2023-03-01 10:16:54,48.7
2023-03-01 22:16:54,48.5
2023-03-02 10:16:54,48.6
2023-03-02 22:16:54,48.7
2023-03-03 10:16:54,48.5
2023-03-03 22:16:54,48.5
2023-03-04 10:16:54,48.2
2023-03-04 22:16:54,48.1
2023-03-05 10:16:54,48.3
2023-03-05 22:16:54,48.2
2023-03-06 10:16:54,48.2
2023-03-06 22:16:54,47.8
2023-03-07 10:16:54,47.8
2023-03-07 22:16:54,47.5
2023-03-08 10:16:54,47.0
2023-03-08 22:16:54,46.6
2023-03-09 10:16:54,47.0
2023-03-09 22:16:54,47.5
2023-03-10 10:16:54,47.0
2023-03-10 22:16:54,47.2
2023-03-11 10:16:54,47.3
2023-03-11 22:16:54,47.6
2023-03-12 10:16:54,48.0
2023-03-12 22:16:54,48.4
2023-03-13 10:16:54,48.0
2023-03-13 22:16:54,48.4
2023-03-14 10:16:54,48.1
2023-03-14 22:16:54,48.1
2023-03-15 10:16:54,48.4
2023-03-15 22:16:54,48.5
2023-03-16 10:16:54,48.2
2023-03-16 22:16:54,48.5
2023-03-17 10:16:54,48.8
2023-03-17 22:16:54,48.9
2023-03-18 10:16:54,48.8
2023-03-18 22:16:54,48.3
2023-03-19 10:16:54,48.6
2023-03-19 22:16:54,48.2
2023-03-20 10:16:54,48.6
2023-03-20 22:16:54,48.5
2023-03-21 10:16:54,48.8
2023-03-21 22:16:54,49.2
2023-03-22 10:16:54,49.0
2023-03-22 22:16:54,49.3
2023-03-23 10:16:54,49.2
2023-03-23 22:16:54,49.3
2023-03-24 10:16:54,49.3
2023-03-24 22:16:54,49.6
2023-03-25 10:16:54,49.3
2023-03-25 22:16:54,49.3
2023-03-26 10:16:54,49.7
2023-03-26 22:16:54,49.4
2023-03-27 10:16:54,49.4
2023-03-27 22:16:54,48.9
2023-03-28 10:16:54,49.1
2023-03-28 22:16:54,49.2
2023-03-29 10:16:54,49.7
2023-03-29 22:16:54,50.2
2023-03-30 10:16:54,50.5
2023-03-30 22:16:54,50.2
2023-03-31 10:16:54,50.3
2023-03-31 22:16:54,50.5
2023-04-01 10:16:54,50.5
2023-04-01 22:16:54,50.9
2023-04-02 09:16:54,50.9
2023-04-02 21:16:54,50.5
2023-04-03 09:16:54,50.4
2023-04-03 21:16:54,49.9
2023-04-04 09:16:54,50.2
2023-04-04 21:16:54,50.0
2023-04-05 09:16:54,49.6
2023-04-05 21:16:54,50.1
2023-04-06 09:16:54,50.1
2023-04-06 21:16:54,49.8
2023-04-07 09:16:54,50.1
2023-04-07 21:16:54,50.1
2023-04-08 09:16:54,49.8
2023-04-08 21:16:54,50.1
2023-04-09 09:16:54,50.3
2023-04-09 21:16:54,49.9
2023-04-10 09:16:54,49.9
2023-04-10 21:16:54,49.7
2023-04-11 09:16:54,49.9
2023-04-11 21:16:54,50.1
2023-04-12 09:16:54,50.1
2023-04-12 21:16:54,49.8
2023-04-13 09:16:54,50.1
2023-04-13 21:16:54,50.0
2023-04-14 09:16:54,50.0
2023-04-14 21:16:54,50.4
2023-04-15 09:16:54,50.2
2023-04-15 21:16:54,50.1
2023-04-16 09:16:54,49.9
2023-04-16 21:16:54,49.9
2023-04-17 09:16:54,50.3
2023-04-17 21:16:54,49.9
2023-04-18 09:16:54,50.2
2023-04-18 21:16:54,50.0
2023-04-19 09:16:54,50.3
2023-04-19 21:16:54,50.6
2023-04-20 09:16:54,50.5
2023-04-20 21:16:54,50.5
2023-04-21 09:16:54,51.0
2023-04-21 21:16:54,50.9
2023-04-22 09:16:54,50.8
2023-04-22 21:16:54,50.8
2023-04-23 09:16:54,50.7
2023-04-23 21:16:54,51.0
2023-04-24 09:16:54,50.5
2023-04-24 21:16:54,50.2
2023-04-25 09:16:54,50.7
2023-04-25 21:16:54,51.2
2023-04-26 09:16:54,50.8
2023-04-26 21:16:54,51.2
2023-04-27 09:16:54,51.2
2023-04-27 21:16:54,51.7
2023-04-28 09:16:54,51.8
2023-04-28 21:16:54,51.8
2023-04-29 09:16:54,51.6
2023-04-29 21:16:54,51.1
2023-04-30 09:16:54,51.5
2023-04-30 21:16:54,51.3
2023-05-01 09:16:54,51.0
2023-05-01 21:16:54,51.4
2023-05-02 09:16:54,51.3
2023-05-02 21:16:54,51.3
2023-05-03 09:16:54,51.4
2023-05-03 21:16:54,51.8
2023-05-04 09:16:54,52.1
2023-05-04 21:16:54,51.9
2023-05-05 09:16:54,51.7
2023-05-05 21:16:54,51.5
2023-05-06 09:16:54,51.5
2023-05-06 21:16:54,51.9
2023-05-07 09:16:54,52.3
2023-05-07 21:16:54,52.4
2023-05-08 09:16:54,52.9
2023-05-08 21:16:54,52.8
2023-05-09 09:16:54,53.1
2023-05-09 21:16:54,53.2
2023-05-10 09:16:54,53.1
2023-05-10 21:16:54,52.6
2023-05-11 09:16:54,53.0
2023-05-11 21:16:54,52.7
2023-05-12 09:16:54,52.4
2023-05-12 21:16:54,52.0
2023-05-13 09:16:54,51.9
2023-05-13 21:16:54,52.1
2023-05-14 09:16:54,52.6
2023-05-14 21:16:54,52.4
2023-05-15 09:16:54,52.5
2023-05-15 21:16:54,52.4
2023-05-16 09:16:54,52.3
2023-05-16 21:16:54,52.1
2023-05-17 09:16:54,52.3
2023-05-17 21:16:54,52.7
2023-05-18 09:16:54,53.1
2023-05-18 21:16:54,53.5
2023-05-19 09:16:54,53.1
2023-05-19 21:16:54,52.7
2023-05-20 09:16:54,52.4
2023-05-20 21:16:54,52.3
2023-05-21 09:16:54,51.8
2023-05-21 21:16:54,51.8
2023-05-22 09:16:54,52.2
2023-05-22 21:16:54,52.4
2023-05-23 09:16:54,52.7
2023-05-23 21:16:54,52.9
2023-05-24 09:16:54,53.2
2023-05-24 21:16:54,53.4
2023-05-25 09:16:54,53.7
2023-05-25 21:16:54,53.7
2023-05-26 09:16:54,53.7
2023-05-26 21:16:54,54.2
2023-05-27 09:16:54,53.7
2023-05-27 21:16:54,53.3
2023-05-28 09:16:54,53.5
2023-05-28 21:16:54,53.9
2023-05-29 09:16:54,54.1
2023-05-29 21:16:54,53.9
2023-05-30 09:16:54,53.9
2023-05-30 21:16:54,53.5
2023-05-31 09:16:54,53.4
2023-05-31 21:16:54,53.0
2023-06-01 09:16:54,52.7
2023-06-01 21:16:54,53.1
2023-06-02 09:16:54,52.7
2023-06-02 21:16:54,52.6
2023-06-03 09:16:54,52.6
2023-06-03 21:16:54,53.0
2023-06-04 09:16:54,53.1
2023-06-04 21:16:54,53.6
2023-06-05 09:16:54,53.8
2023-06-05 21:16:54,53.7
2023-06-06 09:16:54,53.2
2023-06-06 21:16:54,53.1
2023-06-07 09:16:54,52.9
2023-06-07 21:16:54,53.1
2023-06-08 09:16:54,53.5
2023-06-08 21:16:54,53.4
2023-06-09 09:16:54,53.0
2023-06-09 21:16:54,53.3
2023-06-10 09:16:54,53.0
2023-06-10 21:16:54,52.6
2023-06-11 09:16:54,53.0
2023-06-11 21:16:54,52.6
2023-06-12 09:16:54,53.1
2023-06-12 21:16:54,53.0
2023-06-13 09:16:54,52.7
2023-06-13 21:16:54,52.6
2023-06-14 09:16:54,52.6
2023-06-14 21:16:54,52.5
2023-06-15 09:16:54,52.9
2023-06-15 21:16:54,53.2
2023-06-16 09:16:54,53.2
2023-06-16 21:16:54,52.8
2023-06-17 09:16:54,52.5
2023-06-17 21:16:54,52.4
2023-06-18 09:16:54,52.9
2023-06-18 21:16:54,53.1
2023-06-19 09:16:54,53.5
2023-06-19 21:16:54,53.5
2023-06-20 09:16:54,53.8
2023-06-20 21:16:54,54.0
2023-06-21 09:16:54,53.9
2023-06-21 21:16:54,53.7
2023-06-22 09:16:54,54.0
2023-06-22 21:16:54,53.8
2023-06-23 09:16:54,53.5
2023-06-23 21:16:54,53.7
2023-06-24 09:16:54,53.7
2023-06-24 21:16:54,54.1
2023-06-25 09:16:54,53.8
2023-06-25 21:16:54,53.8
2023-06-26 09:16:54,53.9
2023-06-26 21:16:54,54.1
2023-06-27 09:16:54,54.2
2023-06-27 21:16:54,54.1
2023-06-28 09:16:54,54.2
2023-06-28 21:16:54,53.7
2023-06-29 09:16:54,53.5
2023-06-29 21:16:54,53.3
2023-06-30 09:16:54,53.6
2023-06-30 21:16:54,53.3
2023-07-01 09:16:54,53.4
2023-07-01 21:16:54,53.0
2023-07-02 09:16:54,53.4
2023-07-02 21:16:54,53.1

